Plate,Individual,Genotype,Temperature,Laterals,Cell_Length,Root_Growth,Cell_Production
1,1,axr1-12,15C,1,0.125,6.06581225,48.526498
1,2,axr1-12,15C,0,0.123,3.842152269,31.23701031
1,3,axr1-12,15C,2,0.116,6.06581225,52.29148492
1,4,axr1-12,15C,2,0.135,7.043147615,52.17146382
1,5,axr1-12,15C,1,0.114,7.50333545,65.81873202
1,6,axr1-12,15C,2,0.129,7.047285911,54.63012334
1,7,axr1-12,15C,4,0.114,9.036318449,79.26595131
1,8,axr1-12,15C,2,0.114,8.034804275,70.48073925
1,9,axr1-12,15C,1,0.131,9.045432,69.04909924
1,10,axr1-12,15C,0,0.134,6.441095267,48.06787513
2,1,axr1-12,15C,2,0.121,7.79166775,64.39394834
2,2,axr1-12,15C,4,0.11,6.428819872,58.44381702
2,3,axr1-12,15C,3,0.1,7.592843542,75.92843542
2,4,axr1-12,15C,1,0.111,9.557976256,86.1078942
2,5,axr1-12,15C,0,0.108,7.134562113,66.06076031
2,6,axr1-12,15C,5,0.139,9.904384195,71.25456256
2,8,axr1-12,15C,1,0.103,6.072135939,58.95277611
2,9,axr1-12,15C,0,0.104,3.830899823,36.83557522
2,10,axr1-12,15C,1,0.098,6.718872586,68.55992435
3,1,axr1-12,15C,2,0.116,8.444681588,72.79897921
3,2,axr1-12,15C,0,0.098,5.104983573,52.09166911
3,3,axr1-12,15C,0,0.097,5.581678095,57.54307314
3,5,axr1-12,15C,2,0.11,9.109412849,82.81284408
3,6,axr1-12,15C,4,0.11,8.726504208,79.33185643
3,8,axr1-12,15C,1,0.102,8.090601527,79.31962281
3,9,axr1-12,15C,1,0.111,7.118566901,64.13123334
3,10,axr1-12,15C,0,0.11,5.12149026,46.55900236
1,1,axr1-12,25C,4,0.223,23.50484526,105.4028935
1,2,axr1-12,25C,9,0.222,18.90826798,85.17237828
1,3,axr1-12,25C,14,0.237,27.52113713,116.1229415
1,4,axr1-12,25C,5,0.217,22.88336757,105.4533068
1,5,axr1-12,25C,10,0.228,10.60911753,46.53121726
1,6,axr1-12,25C,10,0.233,17.29221565,74.21551781
1,7,axr1-12,25C,2,0.205,12.99594768,63.39486673
1,8,axr1-12,25C,11,0.216,18.49270791,85.61438847
2,1,axr1-12,25C,18,0.174,21.22314309,121.9720867
2,2,axr1-12,25C,17,0.205,18.73131643,91.37227526
2,3,axr1-12,25C,19,0.192,18.85086171,98.18157138
2,4,axr1-12,25C,11,0.186,21.48471411,115.5092157
2,8,axr1-12,25C,6,0.175,6.490940476,37.09108844
3,1,axr1-12,25C,9,0.169,9.332244257,55.22038022
3,2,axr1-12,25C,7,0.163,19.2555102,118.1319644
3,3,axr1-12,25C,12,0.163,20.80951117,127.6657127
3,4,axr1-12,25C,13,0.192,18.98210735,98.86514242
3,5,axr1-12,25C,19,0.185,19.80214062,107.038598
3,11,axr1-12,25C,3,0.209,13.41400558,64.18184488
1,1,ahk3-3,15C,4,0.108,3.5028,32.43333333
1,2,ahk3-3,15C,5,0.118,5.18256,43.92
1,3,ahk3-3,15C,2,0.098,3.89008,39.69469388
1,4,ahk3-3,15C,9,0.127,6.59304,51.91370079
1,5,ahk3-3,15C,7,0.106,5.85232,55.21056604
1,6,ahk3-3,15C,3,0.121,4.77576,39.46909091
2,2,ahk3-3,15C,11,0.119,6.32424,53.14487395
2,3,ahk3-3,15C,9,0.153,5.3666,35.07581699
2,4,ahk3-3,15C,2,0.102,3.74976,36.76235294
2,5,ahk3-3,15C,8,0.129,5.88036,45.58418605
3,1,ahk3-3,15C,1,0.108,2.6672,24.6962963
3,2,ahk3-3,15C,3,0.1188,4.2194,35.51683502
3,3,ahk3-3,15C,1,0.099,3.48008,35.15232323
3,4,ahk3-3,15C,6,0.132,5.94796,45.06030303
1,1,ahk3-3,25C,21,0.109,15.46585946,141.8886189
1,2,ahk3-3,25C,12,0.105,13.82197622,131.6378687
1,3,ahk3-3,25C,13,0.102,13.19636757,129.3761526
1,4,ahk3-3,25C,14,0.094,15.09789405,160.6158942
1,5,ahk3-3,25C,11,0.108,12.51611676,115.88997
1,6,ahk3-3,25C,14,0.105,8.119057297,77.32435521
1,7,ahk3-3,25C,12,0.112,14.54545297,129.8701158
2,1,ahk3-3,25C,13,0.117,11.73607784,100.3083576
2,2,ahk3-3,25C,11,0.091,15.80544,173.6861538
2,3,ahk3-3,25C,13,0.11,5.543455135,50.39504668
2,4,ahk3-3,25C,21,0.101,13.35199135,132.1979342
2,5,ahk3-3,25C,16,0.104,11.43235459,109.9264865
3,1,ahk3-3,25C,16,0.112,12.48985946,111.5166023
3,2,ahk3-3,25C,17,0.105,12.80717838,121.9731274
3,3,ahk3-3,25C,16,0.094,13.90749405,147.9520644
3,4,ahk3-3,25C,16,0.098,14.21837838,145.0854937
1,1,arr1-1/12-1,15C,3,0.115,6.8026437,59.15342348
1,2,arr1-1/12-1,15C,15,0.142,9.1284246,64.28468028
1,3,arr1-1/12-1,15C,13,0.108,9.3955914,86.99621667
1,4,arr1-1/12-1,15C,17,0.102,11.061873,108.4497353
1,5,arr1-1/12-1,15C,1,0.09,4.3579575,48.42175
1,6,arr1-1/12-1,15C,3,0.095,6.3219042,66.54636
2,1,arr1-1/12-1,15C,1,0.08,4.5386631,56.73328875
2,2,arr1-1/12-1,15C,0,0.087,4.3497936,49.99762759
2,3,arr1-1/12-1,15C,3,0.084,6.0237315,71.71108929
3,1,arr1-1/12-1,15C,7,0.097,7.3854531,76.13869175
3,2,arr1-1/12-1,15C,4,0.094,6.8790375,73.18125
3,3,arr1-1/12-1,15C,1,0.087,5.7849057,66.49316897
3,4,arr1-1/12-1,15C,6,0.09,7.2758115,80.84235
3,5,arr1-1/12-1,15C,0,0.101,6.3974097,63.3406901
3,6,arr1-1/12-1,15C,5,0.103,6.897015,66.96131068
1,1,arr1-1/12-1,25C,21,0.133,16.70011683,125.5647882
1,2,arr1-1/12-1,25C,19,0.116,15.42392811,132.9648975
1,3,arr1-1/12-1,25C,27,0.14,17.53624652,125.2589037
1,4,arr1-1/12-1,25C,18,0.137,16.31657975,119.0991223
2,1,arr1-1/12-1,25C,13,0.121,14.59750044,120.6404995
2,2,arr1-1/12-1,25C,17,0.135,16.49674757,122.1981302
2,3,arr1-1/12-1,25C,13,0.123,12.66864239,102.9970926
2,4,arr1-1/12-1,25C,16,0.129,12.35958258,95.81071769
3,1,arr1-1/12-1,25C,31,0.128,16.63920483,129.9937877
3,2,arr1-1/12-1,25C,19,0.137,16.49786704,120.4223871
3,3,arr1-1/12-1,25C,12,0.107,13.74800303,128.4860096
3,4,arr1-1/12-1,25C,16,0.139,13.5263931,97.31218056
3,5,arr1-1/12-1,25C,16,0.122,14.14302009,115.9263942
3,6,arr1-1/12-1,25C,16,0.13,14.99093708,115.3149006
3,7,arr1-1/12-1,25C,19,0.133,13.62172312,102.4189708
3,8,arr1-1/12-1,25C,18,0.159,8.429057436,53.01293985
1,1,er-105,15C,10,0.119286,6.664434887,55.8693802
1,2,er-105,15C,9,0.125208,7.012560209,56.00728555
1,3,er-105,15C,13,0.10998,8.066337809,73.34367893
1,4,er-105,15C,9,0.113364,7.771929809,68.55730045
1,5,er-105,15C,12,0.116748,8.51704247,72.95236295
1,6,er-105,15C,3,0.111672,6.336922539,56.7458498
1,7,er-105,15C,3,0.111672,4.736349391,42.41304348
1,8,er-105,15C,6,0.12267,5.976923791,48.7235982
2,1,er-105,15C,17,0.128592,8.432957426,65.5791762
2,2,er-105,15C,10,0.123516,7.652533461,61.95580703
2,3,er-105,15C,11,0.127746,7.616648348,59.62338036
2,4,er-105,15C,13,0.142128,8.422673009,59.26118012
2,5,er-105,15C,18,0.131976,8.867992696,67.19397993
2,6,er-105,15C,11,0.107442,7.380327443,68.69127011
2,7,er-105,15C,6,0.113364,6.990932035,61.66800779
2,9,er-105,15C,13,0.117594,8.159206539,69.38454801
2,10,er-105,15C,6,0.124362,6.916248626,55.61384206
1,1,er-105,25C,16,0.138333333,16.60959815,120.0693842
1,2,er-105,25C,14,0.14,13.97004253,99.78601805
1,6,er-105,25C,21,0.144166667,16.24637027,112.6915857
1,7,er-105,25C,17,0.14,13.87789086,99.12779188
1,8,er-105,25C,26,0.14,13.59812312,97.12945083
2,1,er-105,25C,17,0.148333333,16.93994779,114.2018952
2,2,er-105,25C,7,0.14,14.61727705,104.4091218
2,3,er-105,25C,22,0.121666667,11.37109491,93.46105402
2,4,er-105,25C,13,0.13,6.394833853,49.19102964
2,5,er-105,25C,22,0.134166667,12.84391857,95.73107008
2,6,er-105,25C,19,0.149166667,15.95694922,106.9739613
2,7,er-105,25C,17,0.139166667,14.36682543,103.2346738
2,8,er-105,25C,12,0.1325,13.39486939,101.0933539
3,1,er-105,25C,18,0.111666667,15.44810248,138.3412163
3,2,er-105,25C,10,0.116666667,14.61164893,125.2427051
3,3,er-105,25C,11,0.1325,14.79424244,111.6546599
3,4,er-105,25C,14,0.120833333,15.30843234,126.6904745
3,5,er-105,25C,17,0.12,16.00542947,133.3785789
3,6,er-105,25C,20,0.13,16.10409979,123.8776907
3,7,er-105,25C,13,0.128333333,14.60370543,113.7951073
1,1,pif4,15C,10,0.116,7.008266613,60.41609149
1,2,pif4,15C,12,0.12,7.859717597,65.49764664
1,3,pif4,15C,10,0.1288,7.143778175,55.46411626
1,4,pif4,15C,15,0.128,8.462487697,66.11318514
1,5,pif4,15C,9,0.1136,6.956855944,61.23992909
1,6,pif4,15C,11,0.128,6.985924374,54.57753417
1,7,pif4,15C,12,0.1232,6.961935864,56.50921968
1,8,pif4,15C,13,0.1256,8.390334023,66.80202248
1,9,pif4,15C,12,0.1464,7.65435714,52.28386024
2,1,pif4,15C,13,0.136,6.486351901,47.69376398
2,2,pif4,15C,13,0.1336,6.563209205,49.1258174
2,3,pif4,15C,11,0.1528,6.446182907,42.18706091
2,4,pif4,15C,12,0.1312,7.129008778,54.33695715
2,5,pif4,15C,11,0.1256,5.98320467,47.63697986
2,6,pif4,15C,9,0.1328,5.580997325,42.02558227
3,1,pif4,15C,12,0.128,6.768381517,52.8779806
3,2,pif4,15C,6,0.124,6.30248703,50.82650831
3,3,pif4,15C,6,0.116,5.713404491,49.25348699
3,4,pif4,15C,9,0.1496,6.956385581,46.49990362
3,5,pif4,15C,7,0.1536,6.600697131,42.97328861
3,6,pif4,15C,10,0.1256,6.850742066,54.54412473
3,7,pif4,15C,3,0.12,5.691908905,47.43257421
3,8,pif4,15C,8,0.1384,6.747121112,48.75087509
3,9,pif4,15C,12,0.148,7.200080618,48.64919336
3,10,pif4,15C,9,0.1488,6.628730761,44.54792178
3,11,pif4,15C,6,0.1392,4.033879561,28.97901984
1,1,pif4,25C,22,0.2,18.19574417,90.97872085
1,2,pif4,25C,20,0.1968,17.72371906,90.05954809
1,3,pif4,25C,16,0.2312,16.50123238,71.37211238
1,4,pif4,25C,21,0.2072,18.22602859,87.96345843
1,5,pif4,25C,17,0.2184,17.62136975,80.68392741
1,6,pif4,25C,16,0.2016,15.40168499,76.39724698
1,7,pif4,25C,17,0.2184,14.88757913,68.16657112
2,1,pif4,25C,16,0.2136,15.00880259,70.26592974
2,2,pif4,25C,15,0.2232,15.0320521,67.34790368
2,3,pif4,25C,14,0.1984,13.39064528,67.4931718
2,4,pif4,25C,13,0.2008,13.73145221,68.38372617
2,5,pif4,25C,15,0.1968,16.35431435,83.10119083
2,6,pif4,25C,12,0.2032,12.93835224,63.67299329
2,7,pif4,25C,12,0.1992,15.35098219,77.06316358
2,8,pif4,25C,19,0.2152,16.42616478,76.32976198
3,1,pif4,25C,19,0.224,16.07995298,71.78550438
3,2,pif4,25C,22,0.2064,16.38416981,79.3806677
3,3,pif4,25C,17,0.2192,15.08215437,68.80544875
3,4,pif4,25C,22,0.2328,16.124393,69.26285654
3,5,pif4,25C,22,0.1736,16.58372096,95.52834653
3,6,pif4,25C,23,0.2128,16.30262495,76.61007964
3,7,pif4,25C,13,0.2216,14.22123617,64.17525347
1,1,pif4/5,15C,9,0.13,5.765686272,44.35143286
1,2,pif4/5,15C,7,0.133,6.221592288,46.77888938
1,3,pif4/5,15C,7,0.127,5.8658256,46.18760315
1,5,pif4/5,15C,7,0.098,4.496198976,45.87958139
1,6,pif4/5,15C,8,0.145,6.755384448,46.58885826
1,7,pif4/5,15C,4,0.116,6.027689088,51.96283697
1,8,pif4/5,15C,10,0.139,7.145464896,51.40622227
1,9,pif4/5,15C,9,0.121,7.504520832,61.85044642
1,10,pif4/5,15C,9,0.141,7.242477408,51.365088
1,11,pif4/5,15C,10,0.115,7.118704224,61.90177586
1,12,pif4/5,15C,8,0.122,7.22355408,59.20945967
2,1,pif4/5,15C,13,0.142,6.204049632,43.69049037
2,2,pif4/5,15C,10,0.135,6.016643712,44.5677312
2,3,pif4/5,15C,11,0.132,7.617695328,57.70981309
2,4,pif4/5,15C,11,0.132,7.295389632,55.26810327
2,5,pif4/5,15C,11,0.142,7.49583072,52.78754028
2,6,pif4/5,15C,8,0.143,6.829900128,47.76153936
2,7,pif4/5,15C,9,0.144,7.000778592,48.616518
2,8,pif4/5,15C,12,0.126,7.689652704,61.02898971
2,9,pif4/5,15C,12,0.128,7.463628576,58.30959825
2,10,pif4/5,15C,7,0.122,5.99150736,49.11071607
2,11,pif4/5,15C,11,0.115,3.413264832,29.68056376
2,12,pif4/5,15C,12,0.144,6.398764992,44.435868
1,1,pif4/5,25C,22,0.098,8.2,83.673
1,2,pif4/5,25C,12,0.117,6.741,57.613
1,3,pif4/5,25C,26,0.13,8.515,65.497
1,4,pif4/5,25C,24,0.122,6.136,50.296
1,5,pif4/5,25C,25,0.116,8.46,72.931
1,6,pif4/5,25C,16,0.125,10.1,80.797
1,7,pif4/5,25C,6,0.122,9.716,79.637
1,8,pif4/5,25C,22,0.13,9.546,73.433
1,9,pif4/5,25C,19,0.116,9.892,85.277
1,10,pif4/5,25C,23,0.125,10.311,82.489
1,11,pif4/5,25C,23,0.131,9.18,70.078
1,12,pif4/5,25C,18,0.13,10.196,78.431
2,1,pif4/5,25C,19,0.128,9.997,78.099
2,2,pif4/5,25C,18,0.132,10.534,79.799
2,3,pif4/5,25C,18,0.132,11.926,90.347
2,4,pif4/5,25C,22,0.127,6.899,54.324
2,5,pif4/5,25C,13,0.13,11.328,87.142
2,6,pif4/5,25C,19,0.145,13.041,89.733
2,7,pif4/5,25C,16,0.138,12.33,89.348
2,8,pif4/5,25C,19,0.109,6.019,55.216
2,9,pif4/5,25C,13,0.143,12.133,84.844
2,10,pif4/5,25C,24,0.12,8.946,74.548
2,11,pif4/5,25C,18,0.117,9.093,77.718
2,12,pif4/5,25C,8,0.135,10.427,77.238
3,1,pif4/5,25C,22,0.128,10.072,78.69
3,2,pif4/5,25C,11,0.137,11.355,82.88
3,3,pif4/5,25C,19,0.125,11.312,90.496
3,4,pif4/5,25C,20,0.127,12.643,99.55
3,5,pif4/5,25C,19,0.128,11.571,90.401
3,6,pif4/5,25C,20,0.114,9.069,79.552
3,7,pif4/5,25C,9,0.134,11.99,89.478
3,8,pif4/5,25C,17,0.126,11.561,91.754
3,9,pif4/5,25C,24,0.126,11.658,92.521
3,10,pif4/5,25C,21,0.109,10.469,96.048
3,11,pif4/5,25C,16,0.133,12.514,94.094
1,1,pif5,15C,2,0.162,1.815,11.233
1,2,pif5,15C,5,0.178,2.724,15.333
1,3,pif5,15C,3,0.19,2.746,14.426
1,4,pif5,15C,3,0.167,3.202,19.215
1,5,pif5,15C,4,0.182,3.316,18.233
1,6,pif5,15C,5,0.151,1.934,12.843
2,1,pif5,15C,7,0.192,4.114,21.423
2,2,pif5,15C,6,0.196,4.132,21.053
2,3,pif5,15C,12,0.184,4.344,23.553
2,4,pif5,15C,6,0.216,4.689,21.737
2,5,pif5,15C,6,0.194,3.923,20.248
2,6,pif5,15C,5,0.185,3.942,21.276
2,7,pif5,15C,4,0.178,3.491,19.652
2,8,pif5,15C,6,0.163,3.224,19.747
3,1,pif5,15C,2,0.146,1.798,12.282
3,3,pif5,15C,2,0.118,1.808,15.375
3,4,pif5,15C,2,0.144,1.808,12.572
3,5,pif5,15C,1,0.184,2.094,11.406
3,6,pif5,15C,1,0.184,2.386,12.937
4,1,pif5,15C,7,0.105,4.308,41.025
5,1,pif5,15C,16,0.107,4.152,38.801
5,2,pif5,15C,3,0.086,3.03,35.23
1,2,pif5,25C,12,0.168,12.89,76.725
1,3,pif5,25C,20,0.194,14.45,74.64
1,4,pif5,25C,20,0.15,14.742,98.544
1,5,pif5,25C,18,0.182,14.524,79.626
1,6,pif5,25C,21,0.183,11.863,64.757
2,1,pif5,25C,18,0.155,11.346,73.106
2,2,pif5,25C,17,0.154,14.788,95.776
2,3,pif5,25C,20,0.174,13.699,78.909
2,4,pif5,25C,15,0.16,14.125,88.284
2,5,pif5,25C,17,0.139,14.516,104.282
2,6,pif5,25C,15,0.143,12.976,90.611
2,7,pif5,25C,19,0.153,14.532,95.103
2,8,pif5,25C,21,0.168,13.754,81.867
3,1,pif5,25C,19,0.151,15.501,102.522
3,2,pif5,25C,20,0.158,14.228,89.82
3,3,pif5,25C,20,0.135,14.813,109.567
3,4,pif5,25C,19,0.165,13.746,83.412
3,5,pif5,25C,18,0.153,12.605,82.493
3,6,pif5,25C,16,0.126,15.441,122.162
3,7,pif5,25C,21,0.161,14.395,89.523
3,8,pif5,25C,20,0.167,10.398,62.191
1,1,pif5,25C,12,0.103,8.7702705,85.14825728
1,2,pif5,25C,16,0.103,9.0138762,87.51336117
2,1,pif5,25C,17,0.087,9.63164,110.7085057
2,2,pif5,25C,20,0.109,9.01656,82.72073394
2,3,pif5,25C,15,0.102,9.26724,90.85529412
2,4,pif5,25C,15,0.094,8.17296,86.94638298
2,5,pif5,25C,5,0.105,7.86892,74.94209524
3,1,pif5,25C,7,0.104,9.00348,86.57192308
1,1,spy-8,15C,1,0.0856,1.138809117,13.30384482
1,3,spy-8,15C,0,0.1296,3.543811103,27.34422148
2,1,spy-8,15C,5,0.1728,5.193994856,30.0578406
2,2,spy-8,15C,1,0.1528,3.824006303,25.02621926
2,3,spy-8,15C,0,0.1176,3.796411941,32.28241446
2,4,spy-8,15C,5,0.1208,3.770043995,31.20897347
1,1,spy-8,25C,19,0.1536,12.95149091,84.31960227
2,1,spy-8,25C,20,0.196,16.19680844,82.63677774
2,2,spy-8,25C,16,0.1832,16.39148073,89.47314807
2,3,spy-8,25C,21,0.1688,16.00804276,94.83437656
2,4,spy-8,25C,17,0.1608,12.15403593,75.58480054
2,5,spy-8,25C,14,0.1576,12.79890327,81.21131518
2,6,spy-8,25C,4,0.1632,11.78468771,72.21009626
3,1,spy-8,25C,31,0.1848,13.05436451,70.64050059
3,2,spy-8,25C,30,0.16,11.70027229,73.12670182
1,1,Col,15C,7,0.119,7.053029486,59.26915534
1,2,Col,15C,9,0.149,7.965052016,53.45672494
1,3,Col,15C,12,0.127,8.127359706,63.99495832
1,4,Col,15C,9,0.143,7.982786939,55.82368489
1,5,Col,15C,10,0.11,8.22945982,74.81327109
1,6,Col,15C,12,0.12,8.699849633,72.49874694
1,7,Col,15C,12,0.118,9.005777045,76.32014445
1,8,Col,15C,8,0.125,8.133823837,65.07059069
1,9,Col,15C,6,0.127,7.784470727,61.29504509
1,10,Col,15C,1,0.106,5.477812016,51.67747185
1,11,Col,15C,11,0.114,7.873435396,69.06522277
2,1,Col,15C,8,0.12,7.386222269,61.55185224
2,2,Col,15C,10,0.118,7.150695869,60.59911754
2,3,Col,15C,10,0.099,7.812150465,78.91061076
2,4,Col,15C,11,0.121,8.649462563,71.48316168
2,5,Col,15C,12,0.125,8.490014008,67.92011207
2,6,Col,15C,11,0.111,8.644282971,77.87642317
2,7,Col,15C,10,0.099,8.4200688,85.0512
2,8,Col,15C,11,0.11,7.724801829,70.22547117
2,9,Col,15C,6,0.138,7.624980735,55.25348358
2,10,Col,15C,8,0.115,7.073747853,61.5108509
3,2,Col,15C,5,0.136,7.115433208,52.31936182
3,3,Col,15C,6,0.113,7.246290416,64.12646386
3,4,Col,15C,9,0.123,8.236421192,66.96277392
3,5,Col,15C,8,0.108,7.847330253,72.66046531
3,6,Col,15C,10,0.096,8.484958727,88.38498673
3,7,Col,15C,8,0.142,8.42388098,59.32310549
3,8,Col,15C,9,0.109,7.478336131,68.60858835
3,9,Col,15C,11,0.125,8.094086008,64.75268807
1,1,Col,25C,15,0.155,14.17624,91.4596129
1,2,Col,25C,17,0.175,13.86184,79.21051429
1,3,Col,25C,21,0.174,14.89112,85.58114943
1,4,Col,25C,11,0.191,14.6886,76.90366492
1,5,Col,25C,9,0.179,13.08352,73.0922905
1,6,Col,25C,15,0.179,16.54344,92.42145251
1,7,Col,25C,17,0.161,15.0598,93.53913043
1,8,Col,25C,15,0.224,15.25848,68.11821429
1,9,Col,25C,12,0.201,14.37452,71.51502488
1,10,Col,25C,14,0.173,16.40096,94.80323699
2,1,Col,25C,15,0.177,12.9926,73.40451977
2,2,Col,25C,10,0.173,13.5356,78.24046243
2,3,Col,25C,16,0.204,16.32168,80.00823529
2,4,Col,25C,17,0.187,14.1638,75.74224599
2,5,Col,25C,14,0.189,14.77672,78.1837037
2,6,Col,25C,15,0.176,14.09812,80.10295455
2,7,Col,25C,12,0.186,15.42212,82.91462366
2,8,Col,25C,12,0.18,15.61232,86.73511111
2,9,Col,25C,16,0.18,15.64724,86.92911111
3,1,Col,25C,17,0.167,14.376,86.08383234
3,2,Col,25C,18,0.166,15.78564,95.09421687
3,3,Col,25C,18,0.17,15.82084,93.06376471
3,4,Col,25C,12,0.247,15.75124,63.77020243
3,5,Col,25C,16,0.184,15.06572,81.87891304
3,6,Col,25C,13,0.22,14.46132,65.73327273
3,7,Col,25C,12,0.175,14.6714,83.83657143
3,8,Col,25C,15,0.179,14.2506,79.6122905
3,9,Col,25C,19,0.187,14.45588,77.30417112
3,10,Col,25C,10,0.166,14.22376,85.6853012
4,2,Col,15C,12,0.176,9.131,51.879
4,3,Col,15C,12,0.157,9.711,61.856
4,4,Col,15C,7,0.155,8.385,54.099
4,5,Col,15C,11,0.138,9.928,71.943
4,6,Col,15C,12,0.156,8.401,53.855
4,7,Col,15C,11,0.161,10.026,62.275
4,8,Col,15C,1,0.1,5.865,58.648
4,9,Col,15C,14,0.127,9.358,73.684
4,10,Col,15C,12,0.094,6.513,69.286
4,11,Col,15C,9,0.133,8.694,65.367
5,1,Col,15C,9,0.108,7.704,71.338
5,2,Col,15C,10,0.096,7.609,79.257
5,3,Col,15C,10,0.112,8.23,73.479
5,4,Col,15C,11,0.095,8.044,84.673
5,5,Col,15C,9,0.119,7.521,63.2
5,6,Col,15C,4,0.103,6.525,63.346
5,7,Col,15C,11,0.101,8.234,81.529
5,8,Col,15C,10,0.102,8.331,81.675
5,9,Col,15C,12,0.125,8.14,65.119
5,10,Col,15C,10,0.11,8.49,77.178
5,11,Col,15C,5,0.104,6.904,66.387
6,1,Col,15C,12,0.096,8.613,89.718
6,2,Col,15C,10,0.102,8.413,82.482
6,3,Col,15C,9,0.106,8.87,83.678
6,4,Col,15C,11,0.099,8.76,88.483
6,5,Col,15C,6,0.109,7.73,70.918
6,6,Col,15C,6,0.116,7.388,63.693
6,7,Col,15C,6,0.102,7.477,73.301
6,8,Col,15C,12,0.11,9.077,82.52
6,9,Col,15C,10,0.104,9.072,87.229
6,10,Col,15C,2,0.111,4.743,42.732
6,11,Col,15C,7,0.097,7.391,76.196
6,12,Col,15C,7,0.101,7.878,78.001
4,1,Col,25C,21,0.279,18.41,66.02
4,2,Col,25C,19,0.279,18.41,66.02
4,3,Col,25C,23,0.267,18.41,69.04
4,4,Col,25C,19,0.291,19.49,66.88
4,5,Col,25C,12,0.266,17.32,65.12
4,6,Col,25C,16,0.261,18.41,70.52
4,7,Col,25C,17,0.239,17.32,72.48
4,8,Col,25C,23,0.27,13.22,48.98
4,9,Col,25C,6,0.253,21.46,84.82
4,10,Col,25C,18,0.214,5.41,25.3
5,1,Col,25C,21,0.284,19.49,68.62
5,2,Col,25C,17,0.224,17.32,77.34
5,3,Col,25C,22,0.272,19.49,71.65
5,4,Col,25C,17,0.265,18.41,69.46
5,5,Col,25C,18,0.252,15.16,60.15
5,6,Col,25C,19,0.276,18.41,66.69
5,7,Col,25C,21,0.277,18.41,66.45
5,8,Col,25C,19,0.266,21.57,81.09
5,9,Col,25C,16,0.28,16.24,58
5,10,Col,25C,14,0.246,13.27,53.93
5,11,Col,25C,16,0.208,12.99,62.46
6,1,Col,25C,25,0.247,16.24,65.75
6,2,Col,25C,21,0.236,17.32,73.4
6,3,Col,25C,26,0.236,18.41,77.99
6,4,Col,25C,25,0.255,19.11,74.95
6,5,Col,25C,21,0.257,16.24,63.19
6,6,Col,25C,20,0.265,17.32,65.37
6,7,Col,25C,15,0.257,16.24,63.19
6,8,Col,25C,10,0.241,18.41,76.37
6,9,Col,25C,17,0.263,14.07,53.52
6,10,Col,25C,7,0.258,13.07,50.67
6,11,Col,25C,11,0.248,15.16,61.12
6,12,Col,25C,18,0.226,8.66,38.33
7,1,Col,15C,11,0.1,4.46,45.55
7,2,Col,15C,13,0.12,7.73,66.18
7,3,Col,15C,9,0.09,4.18,47.28
7,4,Col,15C,12,0.12,8.26,70.03
7,5,Col,15C,16,0.08,9.6,114.01
7,7,Col,15C,16,0.1,9.34,92.4
7,9,Col,15C,13,0.12,9.68,83.61
7,10,Col,15C,13,0.13,9.75,74.71
8,1,Col,15C,2,0.11,6.81,62.79
8,2,Col,15C,10,0.1,7.05,67.67
8,3,Col,15C,15,0.12,8.85,75.75
8,4,Col,15C,10,0.12,6.25,50.28
8,5,Col,15C,13,0.11,8.51,76.25
8,6,Col,15C,18,0.11,9.99,92.14
8,7,Col,15C,19,0.13,9.32,74.39
8,8,Col,15C,11,0.13,9.13,71.7
8,9,Col,15C,16,0.1,8.16,78.26
8,10,Col,15C,14,0.14,9.12,66.66
8,11,Col,15C,9,0.1,6.27,60.16
7,2,Col,25C,23,0.15,11.02,73.19
1,1,Ler,15C,21,0.12,7.89,65.76
1,2,Ler,15C,19,0.13,8.7,69.08
1,3,Ler,15C,16,0.12,7.74,65.03
1,4,Ler,15C,18,0.12,6.75,58.2
1,5,Ler,15C,15,0.13,7.45,58.21
2,1,Ler,15C,18,0.11,6.15,53.97
2,2,Ler,15C,13,0.12,8.02,66.32
2,3,Ler,15C,16,0.11,6.89,65.04
2,4,Ler,15C,15,0.12,8.49,73.18
2,5,Ler,15C,13,0.12,5.64,48.62
3,1,Ler,15C,19,0.13,8.89,66.31
3,2,Ler,15C,24,0.16,7,45.19
3,3,Ler,15C,17,0.12,9.5,80.49
3,4,Ler,15C,24,0.13,9.83,73.34
1,1,Ler,25C,38,0.14,20.51,147.54
1,2,Ler,25C,34,0.12,17.31,144.26
1,3,Ler,25C,38,0.12,19.92,164.61
1,4,Ler,25C,31,0.13,18.08,138.04
2,1,Ler,25C,42,0.13,21.14,160.15
2,2,Ler,25C,32,0.11,16.85,156.02
2,3,Ler,25C,39,0.13,21.67,162.95
2,4,Ler,25C,30,0.12,22.49,181.4
2,5,Ler,25C,39,0.12,20.54,166.97
3,1,Ler,25C,30,0.14,19.08,137.23
3,2,Ler,25C,38,0.12,20.15,165.13
3,3,Ler,25C,32,0.11,17.99,157.78
3,4,Ler,25C,47,0.12,19.02,153.39
4,1,Ler,15C,13,0.11,7.57,67.85
4,2,Ler,15C,22,0.13,9.38,74.28
4,3,Ler,15C,16,0.13,10.04,80.18
4,4,Ler,15C,22,0.14,10.09,72.59
4,5,Ler,15C,20,0.1,8.57,88.51
5,1,Ler,15C,13,0.12,5.6,47.07
5,2,Ler,15C,12,0.1,7.05,68.34
5,3,Ler,15C,12,0.11,9.03,85.78
