Plate,Individual,Genotype,Temperature,Laterals,Cell_Length,Root_Growth,Cell_Production
1,2,bzr1-1D,25C,,0.1304,18.96998815,145.4753693
1,3,bzr1-1D,25C,,0.14153846,18.11577545,127.9918931
1,4,bzr1-1D,25C,,0.12153846,19.28333354,158.6603412
1,5,bzr1-1D,25C,,0.128,18.40069523,143.7554315
1,6,bzr1-1D,25C,,0.12230769,11.99329948,98.05842525
2,1,bzr1-1D,25C,,0.14153846,18.23822418,128.8570201
2,2,bzr1-1D,25C,,0.12307692,19.41464575,157.7440007
2,4,bzr1-1D,25C,,0.12538462,13.29896382,106.0653517
2,6,bzr1-1D,25C,,0.12538462,12.00345148,95.73304507
2,7,bzr1-1D,25C,,0.14461538,17.13595126,118.4932838
3,1,bzr1-1D,25C,,0.13615385,18.281214,134.2687996
3,2,bzr1-1D,25C,,0.13769231,17.34933849,126.0007802
3,5,bzr1-1D,25C,,0.14230769,15.95187665,112.0942701
3,6,bzr1-1D,25C,,0.13615385,15.90353751,116.8056394
3,7,bzr1-1D,25C,,0.14692308,17.00799702,115.7612338
3,8,bzr1-1D,25C,,0.14,16.08994385,114.9281703
3,9,bzr1-1D,25C,,0.15461538,19.49347994,126.0772372
1,1,bes1-1D,15C,,0.181538462,3.466014624,19.09245344
2,1,bes1-1D,15C,,0.191538462,6.33911184,33.09576463
2,2,bes1-1D,15C,,0.18,4.242886272,23.5715904
3,1,bes1-1D,15C,,0.189230769,4.568684256,24.14345339
3,2,bes1-1D,15C,,0.193076923,6.896740896,35.72017197
3,3,bes1-1D,15C,,0.173846154,9.052497792,52.07188995
3,4,bes1-1D,15C,,0.176153846,5.582625408,31.69175996
3,5,bes1-1D,15C,,0.199230769,7.057507968,35.42378517
1,1,bes1-1D,25C,,0.14692308,6.62186377,45.0702769
1,2,bes1-1D,25C,,0.15769231,7.28996393,46.2290396
1,3,bes1-1D,25C,,0.15846154,8.35582537,52.7309368
2,1,bes1-1D,25C,,0.12384615,7.0704836,57.0908614
2,2,bes1-1D,25C,,0.14230769,13.8483531,97.31275309
2,4,bes1-1D,25C,,0.13461538,4.15557828,30.87001114
3,1,bes1-1D,25C,,0.13230769,13.0957252,98.9793182
3,2,bes1-1D,25C,,0.14,12.4553015,88.9664395
3,4,bes1-1D,25C,,0.15384615,19.1896061,124.73244
3,5,bes1-1D,25C,,0.12769231,12.2962601,96.2960128
3,3,bes1-1D,25C,,0.130769231,13.2098218,101.0162844
1,1,phot1-5,15C,,0.183076923,5.2289145,28.56129769
1,2,phot1-5,15C,,0.178461538,5.7110499,32.00157272
1,3,phot1-5,15C,,0.175384615,5.6502648,32.21642211
1,4,phot1-5,15C,,0.180769231,4.2695505,23.61879
2,1,phot1-5,15C,,0.185384615,4.0681602,21.94443261
2,2,phot1-5,15C,,0.187692308,4.1363478,22.03791861
2,3,phot1-5,15C,,0.176153846,4.7035485,26.70136703
2,4,phot1-5,15C,,0.170769231,4.6877283,27.45066122
2,5,phot1-5,15C,,0.189230769,6.4490157,34.08016427
3,1,phot1-5,15C,,0.214615385,5.6311875,26.23850806
3,2,phot1-5,15C,,0.210769231,6.4185174,30.45281978
3,3,phot1-5,15C,,0.195384615,5.4646947,27.96890988
3,4,phot1-5,15C,,0.196923077,5.4341541,27.59531379
1,1,phot1-5,25C,,0.217692308,11.45141695,52.60368212
1,2,phot1-5,25C,,0.23,12.89983403,56.08623492
1,3,phot1-5,25C,,0.224615385,16.37814351,72.91639233
1,4,phot1-5,25C,,0.226923077,17.3132208,76.29554929
1,5,phot1-5,25C,,0.207692308,14.48514692,69.7433
1,6,phot1-5,25C,,0.217692308,16.29126582,74.83620339
1,7,phot1-5,25C,,0.21,12.25002794,58.33346637
1,8,phot1-5,25C,,0.218461538,9.359402123,42.84233366
2,1,phot1-5,25C,,0.207692308,9.678799662,46.601628
2,2,phot1-5,25C,,0.208461538,13.28471197,63.72740059
2,3,phot1-5,25C,,0.222307692,13.75232871,61.86168623
2,4,phot1-5,25C,,0.199230769,12.83326034,64.41404803
2,5,phot1-5,25C,,0.206153846,14.99989237,72.76067194
3,1,phot1-5,25C,,0.216153846,14.3006148,66.1594279
3,2,phot1-5,25C,,0.213076923,14.82976828,69.59819047
3,3,phot1-5,25C,,0.203692308,13.51227295,66.33668746
1,1,phot2-1,15C,,0.12,6.911757577,57.59797981
1,4,phot2-1,15C,,0.115384615,6.237507076,54.05839466
1,6,phot2-1,15C,,0.12,9.235047705,76.95873087
1,8,phot2-1,15C,,0.116153846,6.059778082,52.17027487
2,1,phot2-1,15C,,0.112307692,8.006596567,71.29161327
2,2,phot2-1,15C,,0.117692308,6.471614167,54.98757135
2,3,phot2-1,15C,,0.120769231,8.891299014,73.62222113
2,4,phot2-1,15C,,0.114615385,5.876687254,51.27311027
2,5,phot2-1,15C,,0.119230769,7.621648497,63.92350352
2,6,phot2-1,15C,,0.114615385,5.540113957,48.33656473
3,1,phot2-1,15C,,0.114615385,7.201769662,62.83423195
3,2,phot2-1,15C,,0.116153846,5.651253717,48.65317769
3,3,phot2-1,15C,,0.114615385,8.248746408,71.96892839
3,4,phot2-1,15C,,0.119230769,7.250578113,60.8113003
3,5,phot2-1,15C,,0.118461538,8.999403029,75.96898661
3,6,phot2-1,15C,,0.120769231,9.462334229,78.3505382
3,7,phot2-1,15C,,0.119230769,9.723723588,81.55381074
3,8,phot2-1,15C,,0.121538462,5.342278089,43.95545263
3,9,phot2-1,15C,,0.110769231,5.517405017,49.80990641
1,1,phot2-1,25C,,0.164615385,14.9430249,90.77538491
1,2,phot2-1,25C,,0.162307692,17.4438432,107.4739155
1,3,phot2-1,25C,,0.172307692,14.7298329,85.48563737
1,4,phot2-1,25C,,0.174615385,15.5868309,89.2637893
1,6,phot2-1,25C,,0.17,11.7514899,69.12641118
1,7,phot2-1,25C,,0.173076923,14.8019967,85.5226476
1,8,phot2-1,25C,,0.167692308,14.7778011,88.12450197
1,9,phot2-1,25C,,0.164615385,12.9665997,78.7690636
2,1,phot2-1,25C,,0.173076923,14.3237952,82.7597056
2,2,phot2-1,25C,,0.165384615,15.0134544,90.7790266
2,3,phot2-1,25C,,0.172,17.9891325,104.5879797
2,4,phot2-1,25C,,0.169230769,13.1146497,77.49565732
2,5,phot2-1,25C,,0.163076923,13.017402,79.82369151
2,6,phot2-1,25C,,0.173076923,17.7399432,102.4974496
2,7,phot2-1,25C,,0.171538462,14.189112,82.71679641
2,8,phot2-1,25C,,0.165384615,12.2434389,74.03009567
2,9,phot2-1,25C,,0.163846154,15.0722937,91.99052493
3,1,phot2-1,25C,,0.182307692,15.6139875,85.64634494
3,2,phot2-1,25C,,0.192307692,16.2400698,84.44836296
3,3,phot2-1,25C,,0.178461538,11.5374519,64.64951496
3,4,phot2-1,25C,,0.176923077,12.4330275,70.2736337
3,6,phot2-1,25C,,0.178461538,16.2160857,90.86599746
3,7,phot2-1,25C,,0.183846154,14.607036,79.45249707
3,8,phot2-1,25C,,0.18,9.685008,53.8056
3,9,phot2-1,25C,,0.173076923,13.9964778,80.8685384
3,10,phot2-1,25C,,0.183076923,14.207724,77.60521513
1,1,pif1-1,15C,,0.17461538,9.850529739,56.41272687
1,2,pif1-1,15C,,0.15769231,9.713016285,61.59473651
1,3,pif1-1,15C,,0.16538462,7.08039804,42.81170788
1,4,pif1-1,15C,,0.16923077,7.85034498,46.38840195
1,5,pif1-1,15C,,0.15230769,8.216659636,53.94776611
1,6,pif1-1,15C,,0.18307692,8.385552,45.80343606
2,1,pif1-1,15C,,0.13446154,8.698658941,64.69254287
2,2,pif1-1,15C,,0.13307692,8.559420047,64.31934288
2,3,pif1-1,15C,,0.13384615,9.602106688,71.73987961
2,4,pif1-1,15C,,0.11692308,6.777122087,57.96222685
2,5,pif1-1,15C,,0.12692308,7.299769518,57.5133342
2,6,pif1-1,15C,,0.12230769,7.315178087,59.80963329
2,7,pif1-1,15C,,0.12076923,8.197559431,67.87788107
2,8,pif1-1,15C,,0.13615385,6.142000126,45.11073412
2,9,pif1-1,15C,,0.11692308,4.796960443,41.02663429
3,1,pif1-1,15C,,0.12307692,5.593109976,45.44401969
3,2,pif1-1,15C,,0.10769231,6.568223621,60.9906466
3,3,pif1-1,15C,,0.11153846,5.872350166,52.64865739
3,4,pif1-1,15C,,0.17384615,5.177078609,29.77965637
3,5,pif1-1,15C,,0.22692308,6.204196174,27.34052514
3,6,pif1-1,15C,,0.15461538,4.050046103,26.19432881
3,7,pif1-1,15C,,0.15769231,5.641502514,35.77538127
1,1,pif1-1,25C,,0.140769231,13.79629016,98.0064328
1,2,pif1-1,25C,,0.144615385,15.07488647,104.2412362
1,3,pif1-1,25C,,0.138461538,16.72502461,120.7918444
1,4,pif1-1,25C,,0.139230769,13.42179891,96.39966065
1,5,pif1-1,25C,,0.145384615,12.9679297,89.19740006
1,6,pif1-1,25C,,0.145384615,18.86190306,129.7379575
2,1,pif1-1,25C,,0.144615385,15.370128,106.2828
2,2,pif1-1,25C,,0.146923077,15.3096862,104.2020527
2,3,pif1-1,25C,,0.148461538,11.1207359,74.90651124
2,4,pif1-1,25C,,0.149230769,14.61088664,97.90800323
2,5,pif1-1,25C,,0.147692308,16.70309629,113.0938811
2,6,pif1-1,25C,,0.158461538,16.61572497,104.8565168
3,1,pif1-1,25C,,0.156153846,16.08965901,103.0372252
3,2,pif1-1,25C,,0.156153846,14.65683779,93.86152282
3,3,pif1-1,25C,,0.148461538,14.29786307,96.30684972
3,4,pif1-1,25C,,0.146153846,15.25638285,104.3857774
3,5,pif1-1,25C,,0.152307692,9.3682656,61.50881455
3,6,pif1-1,25C,,0.138461538,15.26446171,110.2433346
3,7,pif1-1,25C,,0.143076923,18.65899129,130.4123047
3,8,pif1-1,25C,,0.142307692,18.102106,127.2039881
3,9,pif1-1,25C,,0.155384615,17.68042398,113.7849068
3,10,pif1-1,25C,,0.15,12.64742572,84.31617145
2,1,Tsu-0,15C,,0.139230769,7.490017557,53.79570621
2,2,Tsu-0,15C,,0.134615385,7.427130032,55.17296596
2,3,Tsu-0,15C,,0.130769231,7.743506595,59.21505043
2,4,Tsu-0,15C,,0.129230769,7.539405665,58.34063907
2,5,Tsu-0,15C,,0.139230769,8.342957912,59.92179715
2,6,Tsu-0,15C,,0.148461538,9.217979416,62.09001679
2,7,Tsu-0,15C,,0.142307692,9.067656649,63.71866834
2,9,Tsu-0,15C,,0.14,11.99256675,85.66119104
2,10,Tsu-0,15C,,0.125384615,7.313671704,58.32989703
2,11,Tsu-0,15C,,0.122307692,10.85415256,88.74464359
1,1,Tsu-0,15C,,0.138461538,9.640522119,69.62599308
1,2,Tsu-0,15C,,0.143846154,7.45668973,51.83794999
1,3,Tsu-0,15C,,0.124615385,8.369381968,67.16170715
1,4,Tsu-0,15C,,0.131538462,7.2231965,54.91318977
1,5,Tsu-0,15C,,0.137692308,7.141337514,51.86446239
1,7,Tsu-0,25C,,0.219230769,13.19514534,60.18838227
1,9,Tsu-0,25C,,0.208461538,13.59389347,65.21055909
1,10,Tsu-0,25C,,0.202307692,15.67501231,77.48104944
1,11,Tsu-0,25C,,0.200769231,14.33637014,71.40720761
2,2,Tsu-0,25C,,0.18,15.96414182,88.6896768
2,3,Tsu-0,25C,,0.182307692,16.3238881,89.54031445
2,4,Tsu-0,25C,,0.185384615,16.44140765,88.68809105
2,5,Tsu-0,25C,,0.176923077,17.17015882,97.04872374
2,6,Tsu-0,25C,,0.183076923,15.77259389,86.15282376
2,7,Tsu-0,25C,,0.173076923,10.31707152,59.60974656
2,8,Tsu-0,25C,,0.195384615,15.63347088,80.01382734
2,9,Tsu-0,25C,,0.187692308,13.94982259,74.32282529
2,11,Tsu-0,25C,,0.202307692,12.73158259,62.93177707
2,12,Tsu-0,25C,,0.181538462,11.60954294,63.95087215
2,13,Tsu-0,25C,,0.18,15.03596477,83.5331376
2,14,Tsu-0,25C,,0.194615385,12.62665152,64.88002757
1,1,YUCCAQ,15C,,0.140645161,7.4061378,52.65831922
1,2,YUCCAQ,15C,,0.133548387,7.005761621,52.45860151
1,3,YUCCAQ,15C,,0.135483871,9.182724442,67.77725183
1,4,YUCCAQ,15C,,0.113548387,8.716948011,76.76857623
1,5,YUCCAQ,15C,,0.143870968,7.743999032,53.82600224
1,6,YUCCAQ,15C,,0.142580645,5.882977137,41.26069938
1,7,YUCCAQ,15C,,0.129677419,7.945409368,61.27056976
1,8,YUCCAQ,15C,,0.12,6.695911895,55.79926579
1,9,YUCCAQ,15C,,0.137419355,7.661928126,55.755815
2,1,YUCCAQ,15C,,0.124516129,4.678602632,37.57426984
2,2,YUCCAQ,15C,,0.118064516,7.128747758,60.38010396
2,3,YUCCAQ,15C,,0.132258065,7.996423168,60.46076054
2,4,YUCCAQ,15C,,0.130967742,8.261831179,63.08294743
2,5,YUCCAQ,15C,,0.117419355,6.858170242,58.40749382
2,6,YUCCAQ,15C,,0.115483871,8.266038916,71.57743195
2,7,YUCCAQ,15C,,0.123870968,8.861373568,71.53713037
3,2,YUCCAQ,15C,,0.11483871,5.999190821,52.24014479
3,3,YUCCAQ,15C,,0.118064516,7.922286853,67.10133673
3,4,YUCCAQ,15C,,0.112903226,8.242114926,73.00158935
3,5,YUCCAQ,15C,,0.114193548,7.259989074,63.5761755
3,6,YUCCAQ,15C,,0.132258065,8.013935368,60.59316986
3,7,YUCCAQ,15C,,0.114193548,9.285713811,81.31557292
1,1,YUCCAQ,25C,,0.170967742,11.03642874,64.55269642
1,2,YUCCAQ,25C,,0.170322581,11.36835463,66.74602149
1,NA,YUCCAQ,25C,,0.166451613,11.36835463,68.29825455
1,NA,YUCCAQ,25C,,0.169677419,11.36835463,66.99980865
1,NA,YUCCAQ,25C,,0.176129032,11.36835463,64.5456032
2,1,YUCCAQ,25C,,0.198709677,10.70028051,53.84881428
2,NA,YUCCAQ,25C,,0.178709677,11.36835463,63.61353673
1,1,elf3-1,15C,,0.148148148,5.374754772,36.27959471
1,2,elf3-1,15C,,0.148888889,8.347603538,56.06599391
1,3,elf3-1,15C,,0.131851852,4.988649904,37.83526613
1,4,elf3-1,15C,,0.145925926,4.824101713,33.05856504
1,5,elf3-1,15C,,0.142222222,7.868286152,55.32388701
1,6,elf3-1,15C,,0.142962963,4.571531392,31.97703305
1,7,elf3-1,15C,,0.132592593,6.732534727,50.77609989
1,8,elf3-1,15C,,0.140740741,5.931970885,42.14821418
2,1,elf3-1,15C,,0.12962963,6.635804755,51.19049382
2,2,elf3-1,15C,,0.12,7.34264133,61.18867775
2,3,elf3-1,15C,,0.134074074,7.323638501,54.62382308
2,4,elf3-1,15C,,0.137777778,7.654021758,55.55338373
2,5,elf3-1,15C,,0.145185185,7.391027763,50.90758919
2,6,elf3-1,15C,,0.120740741,8.993914175,74.48947323
2,7,elf3-1,15C,,0.134814815,6.794476225,50.39858739
2,8,elf3-1,15C,,0.153333333,7.927568113,51.70153117
2,9,elf3-1,15C,,0.128148148,5.712516101,44.57743779
2,10,elf3-1,15C,,0.125185185,7.083164789,56.58149387
1,1,elf3-1,25C,,0.236296296,13.2739092,56.17485085
1,2,elf3-1,25C,,0.21037037,17.25765552,82.03463011
1,3,elf3-1,25C,,0.25037037,13.4965764,53.9064442
1,4,elf3-1,25C,,0.242222222,16.30465344,67.31278943
1,5,elf3-1,25C,,0.231851852,15.16509144,65.40854135
1,6,elf3-1,25C,,0.225185185,17.06057136,75.76240571
1,7,elf3-1,25C,,0.213333333,13.18792176,61.81838325
2,1,elf3-1,25C,,0.227407407,17.72156808,77.92871957
2,2,elf3-1,25C,,0.234074074,17.86535424,76.32350704
2,3,elf3-1,25C,,0.227407407,18.08937504,79.54611174
2,4,elf3-1,25C,,0.216296296,15.66626184,72.42963522
2,5,elf3-1,25C,,0.196296296,12.06148968,61.44532478
2,6,elf3-1,25C,,0.221481481,16.0289928,72.37170662
2,7,elf3-1,25C,,0.231851852,15.76040472,67.97618649
1,1,spy-3,15C,,0.0856,1.138809117,13.30384482
1,3,spy-3,15C,,0.1296,3.543811103,27.34422148
2,1,spy-3,15C,,0.1728,5.193994856,30.0578406
2,2,spy-3,15C,,0.1528,3.824006303,25.02621926
2,3,spy-3,15C,,0.1176,3.796411941,32.28241446
2,4,spy-3,15C,,0.1208,3.770043995,31.20897347
1,1,spy-3,25C,,0.1536,12.95149091,84.31960227
2,1,spy-3,25C,,0.196,16.19680844,82.63677774
2,2,spy-3,25C,,0.1832,16.39148073,89.47314807
2,3,spy-3,25C,,0.1688,16.00804276,94.83437656
2,4,spy-3,25C,,0.1608,12.15403593,75.58480054
2,5,spy-3,25C,,0.1576,12.79890327,81.21131518
2,6,spy-3,25C,,0.1632,11.78468771,72.21009626
3,1,spy-3,25C,,0.1848,13.05436451,70.64050059
3,2,spy-3,25C,,0.16,11.70027229,73.12670182
1,1,35S::PIF4,15C,,0.187612903,9.729771237,51.86088521
1,2,35S::PIF4,15C,,0.210322581,9.997500726,47.53412922
1,3,35S::PIF4,15C,,0.152258065,11.48384796,75.42357772
1,4,35S::PIF4,15C,,0.169677419,11.9433322,70.38845976
1,5,35S::PIF4,15C,,0.189032258,10.0106275,52.95724444
1,6,35S::PIF4,15C,,0.172258065,11.31055568,65.66052925
1,7,35S::PIF4,15C,,0.205806452,9.293235237,45.15521824
1,8,35S::PIF4,15C,,0.165806452,7.241445209,43.67408589
1,9,35S::PIF4,15C,,0.147741935,10.09831245,68.35102311
1,11,35S::PIF4,15C,,0.147741935,6.653668019,45.03574423
2,1,35S::PIF4,15C,,0.183225806,5.745229284,31.35600489
2,2,35S::PIF4,15C,,0.207096774,9.195634381,44.40259592
2,3,35S::PIF4,15C,,0.196129032,6.102910214,31.11681195
2,4,35S::PIF4,15C,,0.256129032,9.575319181,37.38474743
2,5,35S::PIF4,15C,,0.199354839,9.752908353,48.92235582
2,6,35S::PIF4,15C,,0.221935484,9.648083051,43.47246724
2,7,35S::PIF4,15C,,0.200645161,6.671799963,33.25173615
2,8,35S::PIF4,15C,,0.236129032,9.151532205,38.75648884
3,1,35S::PIF4,15C,,0.214193548,9.086606623,42.42241044
3,2,35S::PIF4,15C,,0.195483871,10.47497526,53.58485692
3,3,35S::PIF4,15C,,0.201290323,10.63990984,52.85852646
3,4,35S::PIF4,15C,,0.202580645,7.792155795,38.46446332
3,5,35S::PIF4,15C,,0.183225806,10.24860927,55.93431113
3,6,35S::PIF4,15C,,0.188387097,7.180910958,38.11784926
3,7,35S::PIF4,15C,,0.221290323,6.243055033,28.21205627
3,8,35S::PIF4,15C,,0.190322581,6.528538716,34.30249156
3,9,35S::PIF4,15C,,0.208387097,8.440561674,40.50424333
3,10,35S::PIF4,15C,,0.234193548,7.543785935,32.21175812
1,1,35S::PIF4,25C,,0.192903226,13.98034821,72.47337699
1,2,35S::PIF4,25C,,0.22,17.7832584,80.83299273
1,3,35S::PIF4,25C,,0.238709677,15.48396093,64.86524172
1,4,35S::PIF4,25C,,0.226451613,20.03239049,88.46212325
1,5,35S::PIF4,25C,,0.192903226,15.07028143,78.12353249
2,1,35S::PIF4,25C,,0.194193548,15.89189729,81.8353515
2,2,35S::PIF4,25C,,0.169032258,18.31689103,108.3632866
2,3,35S::PIF4,25C,,0.218709677,16.54078413,75.62895397
2,4,35S::PIF4,25C,,0.183225806,8.591811634,46.89192969
2,5,35S::PIF4,25C,,0.162580645,9.396241611,57.79434324
3,1,35S::PIF4,25C,,0.194193548,16.72160575,86.10793658
3,2,35S::PIF4,25C,,0.182580645,17.34765058,95.01363393
3,3,35S::PIF4,25C,,0.195483871,15.15159895,77.50817944
3,4,35S::PIF4,25C,,0.17483871,10.1530297,58.07083409
3,5,35S::PIF4,25C,,0.172258065,11.60765177,67.38524437
3,6,35S::PIF4,25C,,0.177419355,9.465202697,53.34932429
1,2,hy5,15C,,0.107096774,3.14274336,29.34489282
1,3,hy5,15C,,0.129677419,4.189392,32.30625672
1,5,hy5,15C,,0.126451613,2.07380544,16.399992
1,7,hy5,15C,,0.112903226,4.00787424,35.4983147
2,5,hy5,15C,,0.124516129,0.34512288,2.771712249
2,6,hy5,15C,,0.105806452,0.74208864,7.013642634
2,7,hy5,15C,,0.098709677,2.93320608,29.71548643
2,8,hy5,15C,,0.097419355,3.12104064,32.03717213
3,4,hy5,15C,,0.095483871,5.89596576,61.74829005
3,5,hy5,15C,,0.158064516,3.63820608,23.01722214
3,6,hy5,15C,,0.115483871,2.27061888,19.6617836
1,1,hy5,25C,,0.159354839,12.51688633,78.5472624
1,2,hy5,25C,,0.156129032,11.19703805,71.71656604
1,3,hy5,25C,,0.153548387,12.6372096,82.30115496
1,4,hy5,25C,,0.195483871,11.45851826,58.61618252
1,5,hy5,25C,,0.163870968,12.8567135,78.45632251
1,6,hy5,25C,,0.159354839,11.77181781,73.87173119
1,7,hy5,25C,,0.163870968,10.93869172,66.75185893
1,8,hy5,25C,,0.186666667,11.18392873,59.91390391
2,1,hy5,25C,,0.181290323,11.35099534,62.61225187
2,2,hy5,25C,,0.183225806,10.5408216,57.52913197
2,3,hy5,25C,,0.203870968,14.700096,72.10490127
2,4,hy5,25C,,0.178064516,13.94054984,78.28931977
2,5,hy5,25C,,0.178193548,12.54341395,70.39207683
2,6,hy5,25C,,0.209032258,13.08001336,62.57413797
2,7,hy5,25C,,0.21483871,12.21753475,56.86840498
3,1,hy5,25C,,0.169032258,12.52831837,74.11791399
3,3,hy5,25C,,0.22,11.98743746,54.48835209
3,4,hy5,25C,,0.215483871,15.59748866,72.38355516
3,5,hy5,25C,,0.242580645,11.02463061,45.44728043
3,6,hy5,25C,,0.227741935,16.44579861,72.21243015
3,7,hy5,25C,,0.209032258,14.99825583,71.75091522
3,8,hy5,25C,,0.209677419,14.79141986,70.54369472
3,9,hy5,25C,,0.236129032,15.85473151,67.14435477
3,10,hy5,25C,,0.22,11.98514223,54.47791921
1,1,imk3-1,15C,,0.116774194,9.259668206,79.29550121
1,2,imk3-1,15C,,0.138709677,9.592943863,69.1584325
1,3,imk3-1,15C,,0.112666667,7.598641474,67.44356338
1,4,imk3-1,15C,,0.12,8.791994571,73.26662143
1,5,imk3-1,15C,,0.107741935,8.503402217,78.92379303
1,6,imk3-1,15C,,0.091612903,8.937139166,97.55327963
1,7,imk3-1,15C,,0.118709677,8.815315166,74.25944841
1,8,imk3-1,15C,,0.118064516,7.409161646,62.75519427
1,9,imk3-1,15C,,0.130967742,6.873440606,52.48193566
1,10,imk3-1,15C,,0.105806452,7.030637074,66.4480943
2,2,imk3-1,15C,,0.098064516,10.16782262,103.6850333
2,3,imk3-1,15C,,0.108387097,9.939359109,91.70242035
2,4,imk3-1,15C,,0.116774194,8.610085234,73.73277411
3,1,imk3-1,15C,,0.117419355,9.16360128,78.04165925
3,2,imk3-1,15C,,0.121290323,8.592725314,70.84427786
3,3,imk3-1,15C,,0.138064516,8.748398983,63.36457207
3,4,imk3-1,15C,,0.119354839,10.31536018,86.42599072
1,1,imk3-1,25C,,0.207096774,18.36133831,88.66066786
1,2,imk3-1,25C,,0.21483871,16.78697172,78.13755603
1,3,imk3-1,25C,,0.203870968,17.3519931,85.11262436
1,4,imk3-1,25C,,0.215483871,18.69034655,86.7366382
2,1,imk3-1,25C,,0.194193548,18.26342019,94.04751259
2,2,imk3-1,25C,,0.205806452,16.8374953,81.81228123
2,3,imk3-1,25C,,0.210967742,13.20918441,62.61234198
2,4,imk3-1,25C,,0.18516129,14.94730415,80.72585867
2,5,imk3-1,25C,,0.238709677,15.6434115,65.53321032
3,1,imk3-1,25C,,0.209677419,16.26367088,77.56519959
3,2,imk3-1,25C,,0.216129032,18.92527496,87.56470503
3,3,imk3-1,25C,,0.216774194,17.66564818,81.49331748
3,4,imk3-1,25C,,0.210967742,18.82890049,89.25013995
3,5,imk3-1,25C,,0.210322581,11.77879542,56.00347515
3,6,imk3-1,25C,,0.218064516,16.8464235,77.25430893
1,1,Mt-0,15C,,0.172258065,9.054168063,52.5616498
1,2,Mt-0,15C,,0.172258065,12.07700621,70.10996115
1,3,Mt-0,15C,,0.187741935,11.47546014,61.12358492
1,4,Mt-0,15C,,0.189032258,9.213300663,48.73930385
1,5,Mt-0,15C,,0.218709677,9.205606516,42.09053127
2,1,Mt-0,15C,,0.189032258,12.72628004,67.32332445
2,3,Mt-0,15C,,0.210967742,10.39839973,49.28905069
2,4,Mt-0,15C,,0.224516129,10.59452034,47.18823713
2,5,Mt-0,15C,,0.223870968,12.34397709,55.13880258
2,6,Mt-0,15C,,0.203870968,11.8534752,58.14204608
3,1,Mt-0,15C,,0.225806452,11.76258808,52.09146152
3,2,Mt-0,15C,,0.198666667,12.12517478,61.03275895
3,3,Mt-0,15C,,0.216774194,9.045592295,41.72817874
3,4,Mt-0,15C,,0.245806452,9.834402695,40.00872487
1,1,Mt-0,25C,,0.205806452,19.96090412,96.98871908
1,2,Mt-0,25C,,0.203870968,19.95510496,97.88105283
2,1,Mt-0,25C,,0.195483871,15.45133009,79.04145757
2,2,Mt-0,25C,,0.196129032,7.015018093,35.76736199
2,3,Mt-0,25C,,0.237419355,16.75013247,70.5508297
3,1,Mt-0,25C,,0.22516129,17.38491061,77.21092104
3,2,Mt-0,25C,,0.237419355,18.72747784,78.87932243
3,3,Mt-0,25C,,0.221290323,20.09219868,90.79565003
3,4,Mt-0,25C,,0.24,18.3785689,76.57737041
3,5,Mt-0,25C,,0.240645161,27.35799899,113.6860548
1,1,phyab,15C,,0.216774194,8.298259303,38.28066047
1,2,phyab,15C,,0.248387097,6.791688,27.34315948
1,3,phyab,15C,,0.219354839,8.524677909,38.86250223
1,4,phyab,15C,,0.20516129,7.171517829,34.95551143
1,5,phyab,15C,,0.18,6.846421783,38.03567657
1,6,phyab,15C,,0.149677419,7.917907371,52.89981218
1,7,phyab,15C,,0.18516129,8.960285726,48.39178702
1,9,phyab,15C,,0.18,5.778808457,32.10449143
2,1,phyab,15C,,0.183870968,4.133270777,22.47919195
2,2,phyab,15C,,0.172258065,4.262969829,24.74757766
2,3,phyab,15C,,0.159354839,7.490261623,47.00366605
2,4,phyab,15C,,0.169677419,6.754792731,39.80961496
2,5,phyab,15C,,0.169032258,5.838284674,34.5394704
2,6,phyab,15C,,0.160645161,6.781463486,42.21392933
3,1,phyab,15C,,0.147096774,5.782158617,39.30853446
3,2,phyab,15C,,0.168387097,6.667906114,39.59867616
3,3,phyab,15C,,0.130322581,5.99130432,45.97287968
3,4,phyab,15C,,0.16,6.430088263,40.18805164
3,5,phyab,15C,,0.154193548,5.621220411,36.45561355
1,1,phyab,25C,,0.114193548,1.755928594,15.37677583
1,2,phyab,25C,,0.161290323,6.41119104,39.74938445
1,3,phyab,25C,,0.175483871,9.583178606,54.61002514
2,4,phyab,25C,,0.175483871,12.33794798,70.30815943
1,1,phyab,25C,,0.222967742,8.113839063,36.39019256
1,1,phyab,25C,,0.147741935,8.333349176,56.40476516
1,2,phyab,25C,,0.159354839,8.024010228,50.35310062
1,3,phyab,25C,,0.160645161,6.180119768,38.47062506
1,4,phyab,25C,,0.201935484,7.103984412,35.17947552
1,5,phyab,25C,,0.133677419,8.466650485,63.33642979
2,1,phyab,25C,,0.143225806,8.574999419,59.87049144
2,2,phyab,25C,,0.141935484,7.272461911,51.23779983
2,3,phyab,25C,,0.159354839,10.91327596,68.48412037
2,4,phyab,25C,,0.143870968,8.729610135,60.67666237
2,5,phyab,25C,,0.160645161,7.54595875,46.97283559
3,1,phyab,25C,,0.170322581,7.845191398,46.06078283
3,2,phyab,25C,,0.169677419,7.47517548,44.05521671
1,1,cry1,15C,,0.251612903,8.3519235,33.19354212
1,2,cry1,15C,,0.289677419,9.8443944,33.98398958
1,3,cry1,15C,,0.279741935,9.0620136,32.39419068
1,4,cry1,15C,,0.269032258,8.6013243,31.97134932
